Scientific Name,Common Name,EPBC Threat Status,EPBC Threatened Species Listed Name,EPBC Threatened Species Date Effective,Kingdom,Phylum,Class,Order,Family,Genus
Grevillea dryandroides subsp. hirsuta,Hairy Phalanx Grevillea,Endangered,Grevillea dryandroides subsp. hirsuta,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea
Grevillea elongata,Ironstone Grevillea,Vulnerable,Grevillea elongata,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea
Grevillea evansiana, ,Vulnerable,Grevillea evansiana,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea
Grevillea flexuosa,Zig Zag Grevillea,Vulnerable,Grevillea flexuosa,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea
Grevillea floripendula,"Drooping Grevillea, Ben Major Grevillea",Vulnerable,Grevillea floripendula,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea
Grevillea glossadenia, ,Vulnerable,Grevillea glossadenia,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea
Grevillea guthrieana, ,Endangered,Grevillea guthrieana,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea
Grevillea humifusa,Spreading Grevillea,Endangered,Grevillea humifusa,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea
Grevillea iaspicula,Wee Jasper Grevillea,Endangered,Grevillea iaspicula,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea
Grevillea infecunda,Anglesea Grevillea,Vulnerable,Grevillea infecunda,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea
Grevillea infundibularis,Fan-leaf Grevillea,Endangered,Grevillea infundibularis,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea
Grevillea involucrata,Lake Varley Grevillea,Endangered,Grevillea involucrata,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea
Grevillea kennedyana,Flame Spider-flower,Vulnerable,Grevillea kennedyana,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea
Grevillea maccutcheonii,McCutcheon's Grevillea,Endangered,Grevillea maccutcheonii,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea
Grevillea masonii, ,Endangered,Grevillea masonii,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea
Grevillea maxwellii,Maxwell's Grevillea,Endangered,Grevillea maxwellii,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea
Grevillea mollis, ,Endangered,Grevillea mollis,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea
Grevillea molyneuxii, ,Endangered,Grevillea molyneuxii,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea
Grevillea montis-cole subsp. brevistyla,Langi Ghiran Grevillea,Vulnerable,Grevillea montis-cole subsp. brevistyla,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea
Grevillea murex, ,Endangered,Grevillea murex,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea
Grevillea obtusiflora,Grey Grevillea,Endangered,Grevillea obtusiflora,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea
Grevillea parviflora subsp. parviflora,Small-flower Grevillea,Vulnerable,Grevillea parviflora subsp. parviflora,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea
Grevillea pythara,Pythara Grevillea,Endangered,Grevillea pythara,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea
Grevillea quadricauda, ,Vulnerable,Grevillea quadricauda,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea
Grevillea rara,Rare Grevillea,Endangered,Grevillea rara,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea
Grevillea rhizomatosa, ,Vulnerable,Grevillea rhizomatosa,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea
Grevillea rivularis,Carrington Falls Grevillea,Endangered,Grevillea rivularis,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea
Grevillea scapigera,Corrigin Grevillea,Endangered,Grevillea scapigera,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea
Grevillea scortechinii subsp. scortechinii,Black Grevillea,Vulnerable,Grevillea scortechinii subsp. scortechinii,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea
Grevillea shiressii, ,Vulnerable,Grevillea shiressii,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea
Grevillea sp. Gillingarra (R.J.Cranfield 4087), ,Critically Endangered,Grevillea sp. Gillingarra (R.J.Cranfield 4087),11-May-18,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea
Grevillea thelemanniana,Spider Net Grevillea,Critically Endangered,Grevillea thelemanniana,15-Feb-18,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea
Grevillea treueriana,"Mt Finke Grevillea, Scarlet Grevillea",Vulnerable,Grevillea treueriana,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea
Grevillea wilkinsonii,Tumut Grevillea,Endangered,Grevillea wilkinsonii,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Grevillea
Gudeoconcha sophiae magnifica,Magnificent Helicarionid Land Snail,Critically Endangered,Gudeoconcha sophiae magnifica,8-Jan-09,Animalia,Mollusca,Gastropoda,Pulmonata,Helicarionidae,Gudeoconcha
Guichenotia seorsiflora, ,Critically Endangered,Guichenotia seorsiflora,1-Dec-09,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Sterculiaceae,Guichenotia
Gymnobelideus leadbeateri,Leadbeater's Possum,Critically Endangered,Gymnobelideus leadbeateri,2-May-15,Animalia,Chordata,Mammalia,Diprotodonta,Petauridae,Gymnobelideus
Gyrostemon reticulatus,Net-veined Gyrostemon,Critically Endangered,Gyrostemon reticulatus,18-Aug-06,Plantae,Magnoliophyta,Magnoliopsida,Batales,Gyrostemonaceae,Gyrostemon
Habenaria maccraithii,Whiskered Rein Orchid,Endangered,Habenaria maccraithii,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Orchidales,Orchidaceae,Habenaria
Hakea aculeata,Column Hakea,Vulnerable,Hakea aculeata,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Hakea
Hakea archaeoides, ,Vulnerable,Hakea archaeoides,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Hakea
Hakea dohertyi,a shrub,Endangered,Hakea dohertyi,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Hakea
Hakea fraseri,"Gnarled Corkbark, Fraser's Hakea",Vulnerable,Hakea fraseri,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Hakea
Hakea maconochieana, ,Vulnerable,Hakea maconochieana,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Hakea
Hakea megalosperma,Lesueur Hakea,Vulnerable,Hakea megalosperma,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Hakea
Hakea pulvinifera,Lake Keepit Hakea,Endangered,Hakea pulvinifera,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Hakea
Hakea trineura,Three-veined Hakea,Vulnerable,Hakea trineura,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Hakea
Halobaena caerulea,Blue Petrel,Vulnerable,Halobaena caerulea,16-Jul-00,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Halobaena
Haloragis exalata subsp. exalata,"Wingless Raspwort, Square Raspwort",Vulnerable,Haloragis exalata subsp. exalata,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Haloragales,Haloragaceae,Haloragis
Haloragis exalata subsp. velutina,Tall Velvet Sea-berry,Vulnerable,Haloragis exalata subsp. velutina,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Haloragales,Haloragaceae,Haloragis
Haloragis eyreana,Prickly Raspwort,Endangered,Haloragis eyreana,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Haloragales,Haloragaceae,Haloragis
Haloragis platycarpa,Broad-fruited Haloragis,Critically Endangered,Haloragis platycarpa,18-Aug-06,Plantae,Magnoliophyta,Magnoliopsida,Haloragales,Haloragaceae,Haloragis
Haloragodendron lucasii,Hal,Endangered,Haloragodendron lucasii,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Haloragales,Haloragaceae,Haloragodendron
Heleioporus australiacus,Giant Burrowing Frog,Vulnerable,Heleioporus australiacus,16-Jul-00,Animalia,Chordata,Amphibia,Anura,Limnodynastidae,Heleioporus
Helicteres macrothrix, ,Endangered,Helicteres macrothrix,18-Aug-06,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Malvaceae,Helicteres
Hemiandra gardneri,Red Snakebush,Endangered,Hemiandra gardneri,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,Hemiandra
Hemiandra rutilans,"Sargents Snakebush, Colourful Snakebush",Endangered,Hemiandra rutilans,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,Hemiandra
Hemigenia ramosissima,Branched Hemigenia,Critically Endangered,Hemigenia ramosissima,11-Jun-09,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Lamiaceae,Hemigenia
Hemiphaga novaeseelandiae spadicea,"New Zealand Pigeon (Norfolk Island race), Norfolk Island New Zealand Pigeon",Extinct,Hemiphaga novaeseelandiae spadicea,16-Jul-00,Animalia,Chordata,Aves,Columbiformes,Columbidae,Hemiphaga
Hensmania chapmanii,Chapman's Hensmania,Vulnerable,Hensmania chapmanii,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Liliales,Liliaceae,Hensmania
Hesperocolletes douglasi,"Douglas' Broad-headed Bee, Rottnest Bee",Critically Endangered,Hesperocolletes douglasi,4-Jul-19,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Hesperocolletes
Hexaspora pubescens, ,Vulnerable,Hexaspora pubescens,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Celastrales,Celastraceae,Hexaspora
Hibbertia abyssus,Bandalup Buttercup,Critically Endangered,Hibbertia abyssus,7-Dec-16,Plantae,Magnoliophyta,Magnoliopsida,Dilleniales,Dilleniaceae,Hibbertia
Hibbertia barrettiae, ,Critically Endangered,Hibbertia sp. Toolbrunup (J.R.Wheeler 2504),4-Jul-19,Plantae,Magnoliophyta,Magnoliopsida,Dilleniales,Dilleniaceae,Hibbertia
Hibbertia basaltica,Basalt Guinea-flower,Endangered,Hibbertia basaltica,26-Nov-08,Plantae,Magnoliophyta,Magnoliopsida,Dilleniales,Dilleniaceae,Hibbertia
Hibbertia crispula,Ooldea Guinea-flower,Vulnerable,Hibbertia crispula,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Dilleniales,Dilleniaceae,Hibbertia
Hibbertia humifusa subsp. debilis,Dergholm Guinea-flower,Vulnerable,Hibbertia humifusa subsp. debilis,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Dilleniales,Dilleniaceae,Hibbertia
Hibbertia humifusa subsp. erigens,Euroa Guinea-flower,Vulnerable,Hibbertia humifusa subsp. erigens,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Dilleniales,Dilleniaceae,Hibbertia
Hibbertia marginata, ,Vulnerable,Hibbertia marginata,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Dilleniales,Dilleniaceae,Hibbertia
Hibbertia priceana, ,Critically Endangered,Hibbertia priceana,11-Jun-09,Plantae,Magnoliophyta,Magnoliopsida,Dilleniales,Dilleniaceae,Hibbertia
Hibbertia puberula subsp. glabrescens, ,Critically Endangered,Hibbertia puberula subsp. glabrescens,16-Jan-09,Plantae,Magnoliophyta,Magnoliopsida,Dilleniales,Dilleniaceae,Hibbertia
Hibbertia spanantha,Julian's Hibbertia,Critically Endangered,Hibbertia spanantha,7-Dec-16,Plantae,Magnoliophyta,Magnoliopsida,Dilleniales,Dilleniaceae,Hibbertia
Hibbertia tenuis, ,Critically Endangered,Hibbertia tenuis,19-Aug-10,Plantae,Magnoliophyta,Magnoliopsida,Dilleniales,Dilleniaceae,Hibbertia
Hibiscus brennanii,a shrub,Vulnerable,Hibiscus brennanii,18-Aug-06,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Malvaceae,Hibiscus
Hibiscus cravenii, ,Vulnerable,Hibiscus cravenii,18-Aug-06,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Malvaceae,Hibiscus
Hibiscus insularis,Phillip Island Hibiscus,Critically Endangered,Hibiscus insularis,25-Nov-03,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Malvaceae,Hibiscus
Hicksbeachia pinnatifolia,"Monkey Nut, Bopple Nut, Red Bopple, Red Bopple Nut, Red Nut, Beef Nut, Red Apple Nut, Red Boppel Nut, Ivory Silky Oak",Vulnerable,Hicksbeachia pinnatifolia,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Hicksbeachia
Hipposideros inornatus,Arnhem Leaf-nosed Bat,Endangered,Hipposideros inornatus,3-Dec-15,Animalia,Chordata,Mammalia,Chiroptera,Hipposideridae,Hipposideros
Hipposideros semoni,"Semon's Leaf-nosed Bat, Greater Wart-nosed Horseshoe-bat",Vulnerable,Hipposideros semoni,7-Dec-16,Animalia,Chordata,Mammalia,Chiroptera,Hipposideridae,Hipposideros
Hirundapus caudacutus,White-throated Needletail,Vulnerable,Hirundapus caudacutus,4-Jul-19,Animalia,Chordata,Aves,Apodiformes,Apodidae,Hirundapus
Homopholis belsonii,Belson's Panic,Vulnerable,Homopholis belsonii,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae,Homopholis
Homoranthus bebo, ,Critically Endangered,Homoranthus bebo,4-Jul-19,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Homoranthus
Homoranthus darwinioides, ,Vulnerable,Homoranthus darwinioides,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Homoranthus
Homoranthus decumbens,a shrub,Endangered,Homoranthus decumbens,26-Feb-13,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Homoranthus
Homoranthus lunatus, ,Vulnerable,Homoranthus lunatus,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Homoranthus
Homoranthus montanus, ,Vulnerable,Homoranthus montanus,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Homoranthus
Homoranthus porteri, ,Vulnerable,Homoranthus porteri,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Homoranthus
Homoranthus prolixus, ,Vulnerable,Homoranthus prolixus,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Homoranthus
Hoplocephalus bungaroides,Broad-headed Snake,Vulnerable,Hoplocephalus bungaroides,16-Jul-00,Animalia,Chordata,Reptilia,Squamata,Elapidae,Hoplocephalus
Hoplogonus bornemisszai,Bornemissza's Stag Beetle,Critically Endangered,Hoplogonus bornemisszai,8-Jan-09,Animalia,Arthropoda,Insecta,Coleoptera,Lucanidae,Hoplogonus
Hoplogonus simsoni,Simson's Stag Beetle,Vulnerable,Hoplogonus simsoni,4-Mar-11,Animalia,Arthropoda,Insecta,Coleoptera,Lucanidae,Hoplogonus
Hoplogonus vanderschoori,Vanderschoor's Stag Beetle,Vulnerable,Hoplogonus vanderschoori,4-Mar-11,Animalia,Arthropoda,Insecta,Coleoptera,Lucanidae,Hoplogonus
Hoplostethus atlanticus,"Orange Roughy, Deep-sea Perch, Red Roughy",Conservation Dependent,Hoplostethus atlanticus,5-Dec-06,Animalia,Chordata,Actinopterygii,Beryciformes,Trachichthyidae,Hoplostethus
Hoya australis subsp. oramicola,a vine,Vulnerable,Hoya australis subsp. oramicola,18-Aug-06,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Asclepiadaceae,Hoya
Huperzia serrata,Water Tassel-fern,Extinct,Huperzia serrata,16-Jul-00,Plantae,Lycopodiophyta,Lycopodopiatae,Lycopodiales,Lycopodiaceae,Huperzia
Hybanthus cymulosus,Ninghan Violet,Critically Endangered,Hybanthus cymulosus,1-Dec-09,Plantae,Magnoliophyta,Magnoliopsida,Violales,Violaceae,Hybanthus
Hydriastele costata,a palm,Vulnerable,Hydriastele costata,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Arecales,Arecaceae,Hydriastele
Hymenophyllum lobbii, ,Extinct,Hymenophyllum lobbii,16-Jul-00,Plantae,Polypodiophyta,Polypodiatae,Hymenophyllales,Hymenophyllaceae,Hymenophyllum
Hymenophyllum whitei,a filmy fern,Extinct,Hymenophyllum whitei,16-Jul-00,Plantae,Polypodiophyta,Polypodiatae,Hymenophyllales,Hymenophyllaceae,Hymenophyllum
Hypocalymma angustifolium subsp. Hutt River (S.Patrick 2982), ,Endangered,Hypocalymma angustifolium subsp. Hutt River (S.Patrick 2982),4-Jul-19,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Hypocalymma
Hypocalymma longifolium,Long-leaved Myrtle,Vulnerable,Hypocalymma longifolium,26-Feb-13,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Hypocalymma
Hypocalymma sp. Cascade (R. Bruhn 20896), ,Endangered,Hypocalymma sp. Cascade (R. Bruhn 20896),4-Jul-19,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Hypocalymma
Hypocalymma sylvestre, ,Endangered,Hypocalymma sylvestre,11-May-18,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Hypocalymma
Hypolepis dicksonioides,"Downy Ground-fern, Brake Fern, Ground Fern",Vulnerable,Hypolepis dicksonioides,25-Nov-03,Plantae,Polypodiophyta,Polypodiatae,Dicksoniales,Dennstaedtiaceae,Hypolepis
Hypolepis distans,Scrambling Ground-fern,Endangered,Hypolepis distans,16-Oct-01,Plantae,Polypodiophyta,Polypodiatae,Dicksoniales,Dennstaedtiaceae,Hypolepis
Hypolimnus pedderensis,Lake Pedder Earthworm,Extinct,Hypolimnus pedderensis,30-Jun-09,Animalia,Annelida,Oligochaeta,Haplotaxida,Megascolecidae,Hypolimnus
Hypotaenidia philippensis andrewsi,"Buff-banded Rail (Cocos (Keeling) Islands), Ayam Hutan",Endangered,Hypotaenidia philippensis andrewsi,16-Jul-00,Animalia,Chordata,Aves,Gruiformes,Rallidae,Hypotaenidia
Hypotaenidia philippensis macquariensis,"Macquarie Island Buff-banded Rail, Buff-banded Rail (Macquarie Island)",Extinct,Hypotaenidia philippensis macquariensis,16-Jul-00,Animalia,Chordata,Aves,Gruiformes,Rallidae,Hypotaenidia
Hypotaenidia sylvestris,Lord Howe Woodhen,Endangered,Hypotaenidia sylvestris,15-Aug-17,Animalia,Chordata,Aves,Gruiformes,Rallidae,Hypotaenidia
Hyridella glenelgensis,Glenelg Freshwater Mussel,Critically Endangered,Hyridella glenelgensis,16-Feb-11,Animalia,Mollusca,Bivalvia,Unionida,Hyriidae,Hyridella
Idiosoma nigrum,"Shield-backed Trapdoor Spider, Black Rugose Trapdoor Spider",Vulnerable,Idiosoma nigrum,14-May-13,Animalia,Arthropoda,Arachnida,Araneae,Idiopidae,Idiosoma
Ileostylus micranthus,Mistletoe,Vulnerable,Ileostylus micranthus,25-Nov-03,Plantae,Magnoliophyta,Magnoliopsida,Santalales,Loranthaceae,Ileostylus
Indigofera efoliata, ,Endangered,Indigofera efoliata,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Indigofera
Irenepharsus trypherus,"Delicate Cress, Illawarra Irene",Endangered,Irenepharsus trypherus,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Irenepharsus
Isoglossa eranthemoides,Isoglossa,Endangered,Isoglossa eranthemoides,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Scrophulariales,Acanthaceae,Isoglossa
Isoodon auratus auratus,Golden Bandicoot (mainland),Vulnerable,Isoodon auratus auratus,16-Jul-00,Animalia,Chordata,Mammalia,Polyprotodonta,Peramelidae,Isoodon
Isoodon auratus barrowensis,Golden Bandicoot (Barrow Island),Vulnerable,Isoodon auratus barrowensis,16-Jul-00,Animalia,Chordata,Mammalia,Polyprotodonta,Peramelidae,Isoodon
Isoodon obesulus nauticus,Southern Brown Bandicoot (Nuyts Archipelago),Vulnerable,Isoodon obesulus nauticus,16-Jul-00,Animalia,Chordata,Mammalia,Polyprotodonta,Peramelidae,Isoodon
Isoodon obesulus obesulus,"Southern Brown Bandicoot (eastern), Southern Brown Bandicoot (south-eastern)",Endangered,Isoodon obesulus obesulus,4-Apr-01,Animalia,Chordata,Mammalia,Polyprotodonta,Peramelidae,Isoodon
Isopogon fletcheri,Fletcher's Drumsticks,Vulnerable,Isopogon fletcheri,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Isopogon
Isopogon robustus,Robust Coneflower,Critically Endangered,Isopogon robustus,11-Jun-09,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Isopogon
Isopogon uncinatus,"Albany Cone Bush, Hook-leaf Isopogon",Endangered,Isopogon uncinatus,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Isopogon
Ixodia achillaeoides subsp. arenicola,"Sand Ixodia, Ixodia",Vulnerable,Ixodia achillaeoides subsp. arenicola,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Ixodia
Jacksonia pungens,Pungent Jacksonia,Endangered,Jacksonia pungens,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Jacksonia
Jacksonia quairading,"Quairading Jacksonia, Quairading Stinkwood",Endangered,Jacksonia quairading,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Jacksonia
Jacksonia velveta,Collie Jacksonia,Endangered,Jacksonia velveta,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Jacksonia
Kardomia granitica,a shrub,Vulnerable,Kardomia granitica,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Kardomia
Kelleria bogongensis,Kelleria,Vulnerable,Kelleria bogongensis,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Thymelaeaceae,Kelleria
Kennedia glabrata,Northcliffe Kennedia,Vulnerable,Kennedia glabrata,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Kennedia
Kennedia lateritia,Augusta Kennedia,Endangered,Kennedia lateritia,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Kennedia
Kennedia retrorsa, ,Vulnerable,Kennedia retrorsa,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Kennedia
Kumonga exleyi,Cape Range Remipede,Vulnerable,Kumonga exleyi,16-Jul-00,Animalia,Arthropoda,Remipedia,Nectiopoda,Kumongidae,Kumonga
Kunzea cambagei, ,Vulnerable,Kunzea cambagei,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Kunzea
Kunzea ericifolia subsp. subulata, ,Vulnerable,Kunzea ericifolia subsp. subulata,11-May-18,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Kunzea
Kunzea rupestris, ,Vulnerable,Kunzea rupestris,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Kunzea
Kunzea similis subsp. similis, ,Critically Endangered,Kunzea similis subsp. similis,11-May-18,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Kunzea
Lachnagrostis adamsonii,"Adamson's Blown-grass, Adamson's Blowngrass",Endangered,Lachnagrostis adamsonii,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae,Lachnagrostis
Lachnagrostis limitanea,"Spalding Blown Grass, Spalding Blowngrass",Endangered,Lachnagrostis limitanea,16-Jul-00,Plantae,Magnoliophyta,Liliopsida,Cyperales,Poaceae,Lachnagrostis
Lagorchestes asomatus,"Kuluwarri, Central Hare-wallaby",Extinct,Lagorchestes asomatus,16-Jul-00,Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,Lagorchestes
Lagorchestes conspicillatus conspicillatus,Spectacled Hare-wallaby (Barrow Island),Vulnerable,Lagorchestes conspicillatus conspicillatus,16-Jul-00,Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,Lagorchestes
Lagorchestes hirsutus Central Australian subspecies,"Mala, Rufous Hare-Wallaby (Central Australia)",Endangered,Lagorchestes hirsutus Central Australian subspecies,16-Jul-00,Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,Lagorchestes
Lagorchestes hirsutus bernieri,Rufous Hare-wallaby (Bernier Island),Vulnerable,Lagorchestes hirsutus bernieri,16-Jul-00,Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,Lagorchestes
Lagorchestes hirsutus dorreae,Rufous Hare-wallaby (Dorre Island),Vulnerable,Lagorchestes hirsutus dorreae,16-Jul-00,Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,Lagorchestes
Lagorchestes hirsutus hirsutus,"Rufous Hare-wallaby (south-western), Woorap",Extinct,Lagorchestes hirsutus hirsutus,16-Jul-00,Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,Lagorchestes
Lagorchestes leporides,Eastern Hare-wallaby,Extinct,Lagorchestes leporides,16-Jul-00,Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,Lagorchestes
Lagostrophus fasciatus albipilis,Banded Hare-wallaby (mainland),Extinct,Lagostrophus fasciatus albipilis,16-Jul-00,Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,Lagostrophus
Lagostrophus fasciatus fasciatus,"Banded Hare-wallaby, Merrnine, Marnine, Munning ",Vulnerable,Lagostrophus fasciatus fasciatus,16-Jul-00,Animalia,Chordata,Mammalia,Diprotodonta,Macropodidae,Lagostrophus
Lalage leucopyga leucopyga,Norfolk Island Long-tailed Triller,Extinct,Lalage leucopyga leucopyga,16-Jul-00,Animalia,Chordata,Aves,Passeriformes,Campephagidae,Lalage
Lambertia echinata subsp. echinata,Prickly Honeysuckle,Endangered,Lambertia echinata subsp. echinata,16-Jul-00,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,Lambertia
