Current Name and SPRAT ID,Current Name and SPRAT ID,Current Name and SPRAT ID,"EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ",EPBC Act Documents ,EPBC Act Documents ,EPBC Act Documents ,Taxonomic Data,Taxonomic Data,Taxonomic Data,Taxonomic Data,Taxonomic Data,Taxonomic Data,Taxonomic Data,"State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence"
Taxon ID,Scientific Name,Common Name,EPBC Threat Status,EPBC Threatened Species Listed Name,EPBC Threatened Species Date Effective,EPBC Act Migratory,Bonn,Listed Name Bonn,CAMBA,Listed Name Camba,JAMBA,Listed Name Jamba,ROKAMBA,Listed Name Rokamba,Marine Status,Listed Name Marine,Cetacean,Finalised Priority Assessment List (FPAL),Listed Name FPAL,Conservation Advice,Recovery Plan,Recovery Plan Decisions,Kingdom,Phylum,Class,Order,Family,Genus,Taxon Group,ACT NC Act,Listed Name,NSW TSC Act and FM Act,Listed Name,NT TPWC Act,Listed Name,Qld NC Act,Listed Name,SA NPW Act,Listed Name,Tas. TSP Act,Listed Name,Vic. FFG Act (Advisory Lists),Listed Name,WA WC Act,Listed Name,IUCN Red List,IUCN Red List Listed Names,Australian Capital Territory,New South Wales,Northern Territory,Queensland,South Australia,Tasmania,Victoria,Western Australia,Ashmore and Cartier Islands,Cocos (Keeling) Islands,Christmas Island,Coral Sea Islands,Jervis Bay Territory,Norfolk Island,Heard and McDonald Islands,Australian Antarctic Territory,Commonwealth Marine Area
75085,Acacia argyrotricha, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,Vulnerable,Acacia argyrotricha,,,,,,,,,,,,,,Present,,,,,,,,,,,,,
64822,Acacia aristulata,Watheroo Wattle,Endangered,Acacia aristulata,16-Jul-00,,,,,,,,,,,,,,,3-Jul-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,Endangered,Acacia aristulata,,,,,,,,,,Endemic,,,,,,,,,
18981,Acacia armitii, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,Near Threatened,Acacia armitii,,,,,,,,,,,,,,Present,,,,,,,,,,,,,
65110,Acacia asepala, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Near Threatened,Acacia asepala,,,,,,,,,,,,,,,,,
2037,Acacia ataxiphylla, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Near Threatened,Acacia ataxiphylla,,,,,,,,,,,,,,,,,
64823,Acacia ataxiphylla subsp. magna,Large-fruited Tammin Wattle,Endangered,Acacia ataxiphylla subsp. magna,16-Jul-00,,,,,,,,,,,,,,,1-Oct-15,,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,Endangered,Acacia ataxiphylla subsp. magna,,,,,,,,,,Endemic,,,,,,,,,
82665,Acacia atrox,Myall Creek Wattle,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,Endangered,Acacia atrox,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,
10690,Acacia attenuata, ,Vulnerable,Acacia attenuata,16-Jul-00,,,,,,,,,,,,,,,,8-Jan-08,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,Vulnerable,Acacia attenuata,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,
19262,Acacia aulacocarpa,"Hickory Wattle, Brown Salwood, Brush Ironbark Wattle",,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,"Lower Risk/near threatened, Least Concern","Acacia aulacocarpa, Acacia lamprocarpa",,,,,,,,,,,,,,,,,
64824,Acacia auratiflora,Orange-flowered Wattle,Endangered,Acacia auratiflora,16-Jul-00,,,,,,,,,,,,,,,,8-Jan-10,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,Vulnerable,Acacia auratiflora,Vulnerable,Acacia auratiflora,,,,,,,,Endemic,,,,,,,,,
12496,Acacia auriculiformis,"Northern Black Wattle, Ear-pod Wattle",,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia auriculiformis,,,,,,,,,,,,,,,,,
20615,Acacia ausfeldii,"Ausfeld's Wattle, Whipstick Cinnamon Wattle",,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,Vulnerable,Acacia ausfeldii,,,,,,,,, (Vulnerable), (Acacia ausfeldii),,,Near Threatened,Acacia ausfeldii,,Present,,,,,,,,,,,,,,,
55562,Acacia awestoniana,Stirling Range Wattle,Vulnerable,Acacia awestoniana,16-Jul-00,,,,,,,,,,,,,,,3-Jul-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,Critically Endangered,Acacia awestoniana,,,,,,,,,,Endemic,,,,,,,,,
13563,Acacia axillaris,"Midlands Mimosa, Midlands Wattle",Vulnerable,Acacia axillaris,16-Jul-00,,,,,,,,,,,,,,,29-Apr-14,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,Vulnerable,Acacia axillaris,,,,,,,,,,,,Endemic,,,,,,,,,,,
14703,Acacia ayersiana,Ayers Rock Mulga,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia ayersiana,,,,,,,,,,,,,,,,,
9226,Acacia bakeri,"Marblewood, Scrub Wattle, White Marblewood, Baker's Wattle, Broad-leaved Hickory",,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,Vulnerable,Acacia bakeri,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,
84843,Acacia barakulensis,Waajie Wattle,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,Vulnerable,Acacia barakulensis,,,,,,,,,,,,,,Present,,,,,,,,,,,,,
10673,Acacia barattensis,Baratta Watle,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,Rare,Acacia barattensis,,,,,,,,,,,,,,,,,,,,,,,,,
16172,Acacia basedowii,Basedow's Wattle,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia basedowii,,,,,,,,,,,,,,,,,
18662,Acacia baueri subsp. aspera, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,Vulnerable,Acacia baueri subsp. aspera,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,
6249,Acacia baueri subsp. baueri,Tiny Wattle,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,Vulnerable,Acacia baueri subsp. baueri,,,,,,,,,,,,,,Present,,,,,,,,,,,,,
6703,Acacia betchei,Red-tip Wattle,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia betchei,,,,,,,,,,,,,,,,,
65744,Acacia bifaria, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Endangered,Acacia bifaria,,,,,,,,,,,,,,,,,
2890,Acacia binervia,Coast Myall,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,Threatened (Endangered),Acacia binervia (Acacia binervia),,,,,,,,,,,Present,,,,,,,,,,
6370,Acacia boormanii,Snowy River Wattle,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,, (Rare), (Acacia boormanii),,,,,,,,,,,,,,,,,,,,,
55594,Acacia brachypoda,Western Wheatbelt Wattle,Endangered,Acacia brachypoda,16-Jul-00,,,,,,,,,,,,,,,26-Mar-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,Vulnerable,Acacia brachypoda,Endangered,Acacia brachypoda,,,,,,,,Endemic,,,,,,,,,
19773,Acacia brachystachya,"Umbrella Mulga, Turpentine Mulga",,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia brachystachya,,,,,,,,,,,,,,,,,
8575,Acacia bynoeana,"Bynoe's Wattle, Tiny Wattle",Vulnerable,Acacia bynoeana,16-Jul-00,,,,,,,,,,,,,,,17-Dec-13,,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,Endangered,Acacia bynoeana,,,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,,,
21883,Acacia caerulescens,"Limestone Blue Wattle, Buchan Blue, Buchan Blue Wattle",Vulnerable,Acacia caerulescens,16-Jul-00,,,,,,,,,,,,,,,1-Apr-16,22-Dec-06,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,Threatened (Vulnerable),Acacia caerulescens (Acacia caerulescens),,,,,,,,,,,Endemic,,,,,,,,,,
55584,Acacia caesariata, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,Vulnerable,Acacia caesariata,,,,,,,,,,Present,,,,,,,,,
18650,Acacia calantha, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,Near Threatened,Acacia calantha,,,,,,,,,,,,,,Present,,,,,,,,,,,,,
3234,Acacia calcicola,"Myall-gidgee, Morthern Myall, Shrubby Mulga, Grey Myall, Shrubby Wattle",,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia calcicola,,,,,,,,,,,,,,,,,
9945,Acacia cambagei,"Gidgee, Gidga, Gigya, Gidyea, Stinking Wattle",,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia cambagei,,,,,,,,,,,,,,,,,
66685,Acacia carneorum,"Needle Wattle, Dead Finish, Purple-wood Wattle",Vulnerable,Acacia carneorum,16-Jul-00,,,,,,,,,,,,,,,3-Jul-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,Vulnerable,Acacia carneorum,,,,,Vulnerable,Acacia carneorum,,,,,,,,,,Present,,,Present,,,,,,,,,,,,
65198,Acacia castanostegia, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia castanostegia,,,,,,,,,,,,,,,,,
91334,Acacia castorum, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,Critically Endangered,Acacia castorum,,,,,,,,,,,,,,,,,,,,,,,,,,,
65249,Acacia chapmanii subsp. australis, ,Endangered,Acacia chapmanii subsp. australis,18-Aug-06,,,,,,,,,,,,,,,3-Jul-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,Endangered,Acacia chapmanii subsp. australis,,,,,,,,,,Endemic,,,,,,,,,
14890,Acacia chrysotricha,Newry Golden Wattle,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,Endangered,Acacia chrysotricha,,,,,,,,,,,,,Endangered,Acacia chrysotricha,,Present,,,,,,,,,,,,,,,
20436,Acacia clunies-rossiae,"Kowmung Wattle, Kanangra Wattle",,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,Vulnerable,Acacia clunies-rossiae,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,
23877,Acacia cochlocarpa subsp. cochlocarpa,Spiral-fruited Wattle,Endangered,Acacia cochlocarpa subsp. cochlocarpa,16-Jul-00,,,,,,,,,,,,,,,,8-Jan-10,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,Critically Endangered,Acacia cochlocarpa subsp. cochlocarpa,,,,,,,,,,Endemic,,,,,,,,,
65112,Acacia cochlocarpa subsp. velutinosa,Velvety Spiral Pod Wattle,Critically Endangered,Acacia cochlocarpa subsp. velutinosa,18-Aug-06,,,,,,,,,,,,,,,1-Oct-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,Critically Endangered,Acacia cochlocarpa subsp. velutinosa,,,,,,,,,,Endemic,,,,,,,,,
10509,Acacia colletioides,"Pin-bush, Spine Bush, Wait-a-while",,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,, (Rare), (Acacia colletioides),,,,,,,,,,,,,,,,,,,,,
4041,Acacia confluens,"Wyrilda, Arkaroola Wattle",,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,Vulnerable,Acacia confluens,,,,,,,Least Concern,Acacia confluens,,,,,Present,,,,,,,,,,,,
19910,Acacia conspersa, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia conspersa,,,,,,,,,,,,,,,,,
10798,Acacia constablei,Narrabarba Wattle,Vulnerable,Acacia constablei,16-Jul-00,,,,,,,,,,,,,,,29-Apr-14,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,Vulnerable,Acacia constablei,,,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,,,
75096,Acacia convallium, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia convallium,,,,,,,,,,,,,,,,,
56299,Acacia courtii,Northern Brother Wattle,Vulnerable,Acacia courtii,16-Jul-00,,,,,,,,,,,,,,,26-Mar-08,28-Jul-10,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,Vulnerable,Acacia courtii,,,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,,,
14005,Acacia cowleana, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia cowleana,,,,,,,,,,,,,,,,,
2836,Acacia crassicarpa,"Northern Wattle, Thick-podded Salwood",,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Vulnerable,Acacia crassicarpa,,,,,,,,,,,,,,,,,
13552,Acacia crassiuscula, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia crassiuscula,,,,,,,,,,,,,,,,,
10689,Acacia cretacea,Chalky Wattle,Endangered,Acacia cretacea,16-Jul-00,,,,,,,,,,,,,,,17-Dec-13,,Recovery Plan required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,Endangered,Acacia cretacea,,,,,,,,,,,,,Endemic,,,,,,,,,,,,
10927,Acacia crombiei,Pink Gidgee,Vulnerable,Acacia crombiei,16-Jul-00,,,,,,,,,,,,,,,1-Oct-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,Vulnerable,Acacia crombiei,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,
29854,Acacia cupularis,"Coastal Umbrella Bush, Small Cooba",,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,, (Rare), (Acacia cupularis),,,,,,,,,,,,,,,,,,,,,
3908,Acacia curranii,Curly-bark Wattle,Vulnerable,Acacia curranii,16-Jul-00,,,,,,,,,,,,,,,1-Oct-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,Vulnerable,Acacia curranii,,,Vulnerable,Acacia curranii,,,,,,,,,,,,Present,,Present,,,,,,,,,,,,,
15427,Acacia cuthbertsonii, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia cuthbertsonii,,,,,,,,,,,,,,,,,
20677,Acacia cyperophylla,"Red Mulga, Mineritchie",,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia cyperophylla,,,,,,,,,,,,,,,,,
5515,Acacia dallachiana,Catkin Wattle,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,, (Rare), (Acacia dallachiana),,,,,,,,,,,,,,,,,,,,,
55214,Acacia dangarensis, ,,,,,,,,,,,,,,,,30/10/2020,Acacia dangarensis,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,Critically Endangered,Acacia dangarensis,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,
84571,Acacia daviesii,Timbertop Wattle,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,Threatened (Vulnerable),Acacia daviesii (Acacia daviesii),,,,,,,,,,,Present,,,,,,,,,,
8226,Acacia dawsonii,"Poverty Wattle, Mitta Wattle, Dawson's Wattle",,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,, (Vulnerable), (Acacia dawsonii),,,,,,,,,,,,,,,,,,,,,
74982,Acacia dealbata subsp. subalpina, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,, (Poorly known), (Acacia dealbata subsp. subalpina),,,,,,,,,,,,,,,,,,,,,
3329,Acacia deanei,"Deane's Wattle, Green Wattle",,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,, (Subspecies are listed), (Acacia deanei),,,,,,,,,,,,,,,,,,,,,
29955,Acacia deanei subsp. deanei,Deane's Wattle,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,Threatened (Endangered),Acacia deanei subsp. deanei (Acacia deanei subsp. deanei),,,,,,,,,,,Present,,,,,,,,,,
9954,Acacia deanei subsp. paucijuga,Green Wattle,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,, (Rare), (Acacia deanei subsp. paucijuga),,,,,,,,,,,,,,,,,,,,,
9540,Acacia decora,"Western Silver Wattle, Showy Wattle, Western Golden Wattle, Pretty Wattle",,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,, (Vulnerable), (Acacia decora),,,,,,,,,,,,,,,,,,,,,
19486,Acacia dempsteri, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia dempsteri,,,,,,,,,,,,,,,,,
20600,Acacia denticulosa,Sandpaper Wattle,Vulnerable,Acacia denticulosa,16-Jul-00,,,,,,,,,,,,,,,26-Mar-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,Vulnerable,Acacia denticulosa,,,,,,,,,,Endemic,,,,,,,,,
5685,Acacia depressa,Echidna Wattle,Vulnerable,Acacia depressa,16-Jul-00,,,,,,,,,,,,,,,3-Jul-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,Endangered,Acacia depressa,,,,,,,,,,Endemic,,,,,,,,,
12836,Acacia deuteroneura, ,Vulnerable,Acacia deuteroneura,16-Jul-00,,,,,,,,,,,,,,,1-Oct-08,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,Critically Endangered,Acacia deuteroneura,,,,,,,,,,,,,,Endemic,,,,,,,,,,,,,
8171,Acacia difficilis, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia difficilis,,,,,,,,,,,,,,,,,
19683,Acacia dodonaeifolia,"Sticky Wattle, Hop-leaved Wattle, Black Wattle",,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,Rare,Acacia dodonaeifolia,,,,,,,,,,,,,,,,,,,,,,,,,
19365,Acacia doratoxylon,"Currawang, Spearwood, Lancewood",,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,, (Rare), (Acacia doratoxylon),,,,,,,,,,,,,,,,,,,,,
13495,Acacia dunnii,"Dunn's Wattle, Elephant-ear Wattle",,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia dunnii,,,,,,,,,,,,,,,,,
75099,Acacia elachantha, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia elachantha,,,,,,,,,,,,,,,,,
11573,Acacia ensifolia, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Acacia ensifolia,,,,,,,,,,,,,,,,,
