Current Name and SPRAT ID,Current Name and SPRAT ID,Current Name and SPRAT ID,"EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ",EPBC Act Documents ,EPBC Act Documents ,EPBC Act Documents ,Taxonomic Data,Taxonomic Data,Taxonomic Data,Taxonomic Data,Taxonomic Data,Taxonomic Data,Taxonomic Data,"State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Territory and International Threatened Species","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence","State, Mainland Territory and External Territory Presence"
Taxon ID,Scientific Name,Common Name,EPBC Threat Status,EPBC Threatened Species Listed Name,EPBC Threatened Species Date Effective,EPBC Act Migratory,Bonn,Listed Name Bonn,CAMBA,Listed Name Camba,JAMBA,Listed Name Jamba,ROKAMBA,Listed Name Rokamba,Marine Status,Listed Name Marine,Cetacean,Finalised Priority Assessment List (FPAL),Listed Name FPAL,Conservation Advice,Recovery Plan,Recovery Plan Decisions,Kingdom,Phylum,Class,Order,Family,Genus,Taxon Group,ACT NC Act,Listed Name,NSW TSC Act and FM Act,Listed Name,NT TPWC Act,Listed Name,Qld NC Act,Listed Name,SA NPW Act,Listed Name,Tas. TSP Act,Listed Name,Vic. FFG Act (Advisory Lists),Listed Name,WA WC Act,Listed Name,IUCN Red List,IUCN Red List Listed Names,Australian Capital Territory,New South Wales,Northern Territory,Queensland,South Australia,Tasmania,Victoria,Western Australia,Ashmore and Cartier Islands,Cocos (Keeling) Islands,Christmas Island,Coral Sea Islands,Jervis Bay Territory,Norfolk Island,Heard and McDonald Islands,Australian Antarctic Territory,Commonwealth Marine Area
12671,Hydrocotyle laxiflora,Stinking Pennywort,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Apiales,Apiaceae,Hydrocotyle,dicots (two seed leaves),,,,,,,,,,,Endangered,Hydrocotyle laxiflora,,,,,,,,,,,,Present,,,,,,,,,,,
9590,Hydrocotyle pilifera var. glabrata, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Apiales,Apiaceae,Hydrocotyle,dicots (two seed leaves),,,,,,,,,,,,, (Endangered), (Hydrocotyle pilifera var. glabrata),,,,,,,,,,,,,,,,,,,,,
20326,Hydrocotyle ranunculoides,"Pennywort, Hydrocotyl, Hydrocotyle, Water Pennywort, Buttercup Pennywort",,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Apiales,Araliaceae,Hydrocotyle,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Hydrocotyle ranunculoides,,,,,,,,,,,,,,,,,
50796,Hydrocotyle sibthorpioides, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Apiales,Apiaceae,Hydrocotyle,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Hydrocotyle sibthorpioides,,,,,,,,,,,,,,,,,
76963,Hydrolagus ogilbyi,Ogilby's Ghostshark,,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Chondrichthyes,Chimaeiformes,Chimaeridae,Hydrolagus,sharks,,,,,,,,,,,,,,,,,Vulnerable,Hydrolagus ogilbyi,,,,,,,,,,,,,,,,,
12869,Hydrolea zeylanica, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Solanales,Hydrophyllaceae,Hydrolea,dicots (two seed leaves),,,,,,,,,,,,,,,,,Least Concern,Hydrolea zeylanica,,,,,,,,,,,,,,,,,
133,Hydromys chrysogaster,"Water Rat, Rakali",,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Mammalia,Rodentia,Muridae,Hydromys,mammals,,,,,,,,,,,,,,,,,Least Concern,Hydromys chrysogaster,,,,,,,,,,,,,,,,,
887,Hydrophasianus chirurgus,Pheasant-tailed Jacana,,,,,,,,,,,,,Listed - overfly marine area,Hydrophasianus chirurgus,,,,,,,Animalia,Chordata,Aves,Charadriiformes,Jacanidae,Hydrophasianus,birds,,,,,,,,,,,,,,,,,Least Concern,Hydrophasianus chirurgus,,,,,,,,,,,,,,,,,
1101,Hydrophis atriceps,Black-headed Seasnake,,,,,,,,,,,,,Listed,Hydrophis atriceps,,,,,,,Animalia,Chordata,Reptilia,Squamata,Hydrophiidae,Hydrophis,reptiles,,,,,,,,,,,,,,,,,Least Concern,Hydrophis atriceps,,,Present,Present,,,,,,,,,,,,,Present
1102,Hydrophis belcheri,Faint-banded Seasnake,,,,,,,,,,,,,Listed,Hydrophis belcheri,,,,,,,Animalia,Chordata,Reptilia,Squamata,Hydrophiidae,Hydrophis,reptiles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,Hydrophis caerulescens,Dwarf Seasnake,,,,,,,,,,,,,Listed,Hydrophis caerulescens,,,,,,,Animalia,Chordata,Reptilia,Squamata,Hydrophiidae,Hydrophis,reptiles,,,,,,,,,,,,,,,,,Least Concern,Hydrophis caerulescens,,,,Present,,,,,,,,,,,,,Present
1104,Hydrophis elegans,Elegant Seasnake,,,,,,,,,,,,,Listed,Hydrophis elegans,,,,,,,Animalia,Chordata,Reptilia,Squamata,Hydrophiidae,Hydrophis,reptiles,,,,,,,,,,,,,,,,,Least Concern,Hydrophis elegans,,Present,Present,Present,,,,Present,,,,,,,,,Present
75601,Hydrophis macdowelli,Small-headed Seasnake,,,,,,,,,,,,,Listed,Hydrophis mcdowelli,,,,,,,Animalia,Chordata,Reptilia,Squamata,Hydrophiidae,Hydrophis,reptiles,,,,,,,,,,,,,,,,,Least Concern,Hydrophis macdowelli,,,Present,Present,,,,Present,,,,,,,,,Present
1109,Hydrophis melanosoma,Black-banded Robust Seasnake,,,,,,,,,,,,,Listed,Hydrophis melanosoma,,,,,,,Animalia,Chordata,Reptilia,Squamata,Hydrophiidae,Hydrophis,reptiles,,,,,,,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,Present
25927,Hydrophis vorisi,a seasnake,,,,,,,,,,,,,Listed,Hydrophis vorisi,,,,,,,Animalia,Chordata,Reptilia,Squamata,Hydrophiidae,Hydrophis,reptiles,,,,,,,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,Present
808,Hydroprogne caspia,Caspian Tern,,,,Listed,,,,,Listed,Hydroprogne caspia,,,Listed,Sterna caspia,,,,,,,Animalia,Chordata,Aves,Charadriiformes,Laridae,Hydroprogne,birds,,,,,,,,,,,,,Threatened (Near Threatened),Sterna caspia (Sterna caspia),,,Least Concern,Hydroprogne caspia,,,,Present,Present,Present,Present,Present,Present,,,,,,,,Present
85554,Hydroptila scamandra,Caddis Fly (Upper Scamander River),,,,,,,,,,,,,,,,,,,,,Animalia,Arthropoda,Insecta,Trichoptera,Hydroptilidae,Hydroptila,insects,,,,,,,,,,,Rare,Hydroptila scamandra,,,,,,,,,,,,,,,,,,,,,,,
23,Hydrurga leptonyx,Leopard Seal,,,,,,,,,,,,,Listed,Hydrurga leptonyx,,,,,,,Animalia,Chordata,Mammalia,Pinnipedia,Phocidae,Hydrurga,mammals,,,,,,,,,Rare,Hydrurga leptonyx,,,,,,,Least Concern,Hydrurga leptonyx,,,,,,,,,,,,,,,,,Present
84558,Hygrobia australasiae,"screech beetle, water beetle",,,,,,,,,,,,,,,,,,,,,Animalia,Arthropoda,Insecta,Coleoptera,Hygrobiidae,Hygrobia,insects,,,,,,,,,,,,,Threatened (Vulnerable),Hygrobia australasiae (Hygrobia australasiae),,,,,,,,,,,Present,,,,,,,,,,
85111,Hygrocybe anomala var. ianthinomarginata,an agaric fungus,,,,,,,,,,,,,,,,,,,,,Eumycota,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,,,,Vulnerable,Hygrocybe anomala var. ianthinomarginata,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,
85112,Hygrocybe aurantipes,an agaric fungus,,,,,,,,,,,,,,,,,,,,,Eumycota,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,,,,Vulnerable,Hygrocybe aurantipes,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,
85107,Hygrocybe austropratensis,an agaric fungus,,,,,,,,,,,,,,,,,,,,,Eumycota,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,,,,Endangered,Hygrocybe austropratensis,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,
85108,Hygrocybe collucera,an agaric fungus,,,,,,,,,,,,,,,,,,,,,Eumycota,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,,,,Endangered,Hygrocybe collucera,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,
85109,Hygrocybe griseoramosa,an agaric fungus,,,,,,,,,,,,,,,,,,,,,Eumycota,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,,,,Endangered,Hygrocybe griseoramosa,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,
85110,Hygrocybe lanecovensis,an agaric fungus,,,,,,,,,,,,,,,,,,,,,Eumycota,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,,,,Endangered,Hygrocybe lanecovensis,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,
85113,Hygrocybe reesiae,an agaric fungus,,,,,,,,,,,,,,,,,,,,,Eumycota,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,,,,Vulnerable,Hygrocybe reesiae,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,
85114,Hygrocybe rubronivea,an agaric fungus,,,,,,,,,,,,,,,,,,,,,Eumycota,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,,,,Vulnerable,Hygrocybe rubronivea,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,
84863,Hymenophyllum digitatum, ,,,,,,,,,,,,,,,,,,,,,Plantae,Polypodiophyta,Polypodiatae,Hymenophyllales,Hymenophyllaceae,Hymenophyllum,"bracken, ferns",,,,,,,Vulnerable,Hymenophyllum digitatum,,,,,,,,,,,,,,Present,,,,,,,,,,,,,
4607,Hymenophyllum eboracense, ,,,,,,,,,,,,,,,,,,,,,Plantae,Polypodiophyta,Polypodiatae,Hymenophyllales,Hymenophyllaceae,Hymenophyllum,"bracken, ferns",,,,,,,Vulnerable,Hymenophyllum eboracense,,,,,,,,,,,,,,Present,,,,,,,,,,,,,
21301,Hymenophyllum gracilescens, ,,,,,,,,,,,,,,,,,,,,,Plantae,Polypodiophyta,Polypodiatae,Hymenophyllales,Hymenophyllaceae,Hymenophyllum,"bracken, ferns",,,,,,,Vulnerable,Hymenophyllum gracilescens,,,,,,,,,,,,,,Present,,,,,,,,,,,,,
6253,Hymenophyllum kerianum, ,,,,,,,,,,,,,,,,,,,,,Plantae,Polypodiophyta,Polypodiatae,Hymenophyllales,Hymenophyllaceae,Hymenophyllum,"bracken, ferns",,,,,,,Vulnerable,Hymenophyllum kerianum,,,,,,,,,,,,,,Present,,,,,,,,,,,,,
24119,Hymenophyllum lobbii, ,Extinct,Hymenophyllum lobbii,16-Jul-00,,,,,,,,,,,,,,,,,,Plantae,Polypodiophyta,Polypodiatae,Hymenophyllales,Hymenophyllaceae,Hymenophyllum,"bracken, ferns",,,,,,,Extinct in the Wild,Hymenophyllum lobbii,,,,,,,,,,,,,,Extinct,,,,,,,,,,,,,
87887,Hymenophyllum pallidum, ,,,,,,,,,,,,,,,,,,,,,Plantae,Polypodiophyta,Polypodiatae,Hymenophyllales,Hymenophyllaceae,Hymenophyllum,"bracken, ferns",,,,,,,Near Threatened,Hymenophyllum pallidum,,,,,,,,,,,,,,Present,,,,,,,,,,,,,
15113,Hymenophyllum whitei,a filmy fern,Extinct,Hymenophyllum whitei,16-Jul-00,,,,,,,,,,,,,,,,,,Plantae,Polypodiophyta,Polypodiatae,Hymenophyllales,Hymenophyllaceae,Hymenophyllum,"bracken, ferns",,,,,,,Critically Endangered,Hymenophyllum whitei,,,,,,,,,,,,,,Extinct,,,,,,,,,,,,,
7692,Hypericum japonicum,"Small St John's Wort, Matted St John's Wort",,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Theales,Clusiaceae,Hypericum,dicots (two seed leaves),,,,,,,,,Rare,Hypericum japonicum,,,,,,,,,,,,,,,,,,,,,,,,,
69175,Hyperlophus vittatus,Sandy Sprat,,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Hyperlophus,ray-finned fishes,,,,,,,,,,,,,,,,,Least Concern,Hyperlophus vittatus,,,,,,,,,,,,,,,,,
71,Hyperoodon planifrons,Southern Bottlenose Whale,,,,,,,,,,,,,,,Cetacean,,,,,,Animalia,Chordata,Mammalia,Cetacea,Ziphiidae,Hyperoodon,mammals,,,,,,,,,Rare,Hyperoodon planifrons,,,,,,,Least Concern,Hyperoodon planifrons,,,,,,Present,,,,,,,,,,,Present
85023,Hypocalymma angustifolium subsp. Hutt River (S.Patrick 2982), ,Endangered,Hypocalymma angustifolium subsp. Hutt River (S.Patrick 2982),4-Jul-19,,,,,,,,,,,,,Completed,Hypocalymma angustifolium subsp. Hutt River (S.Patrick 2982),4-Jul-19,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Hypocalymma,dicots (two seed leaves),,,,,,,,,,,,,,,Endangered,Hypocalymma angustifolium subsp. Hutt River (S.Patrick 2982),,,,,,,,,,Present,,,,,,,,,
8081,Hypocalymma longifolium,Long-leaved Myrtle,Vulnerable,Hypocalymma longifolium,26-Feb-13,,,,,,,,,,,,,,,26-Feb-13,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Hypocalymma,dicots (two seed leaves),,,,,,,,,,,,,,,Vulnerable,Hypocalymma longifolium,,,,,,,,,,Endemic,,,,,,,,,
88311,Hypocalymma sp. Cascade (R. Bruhn 20896), ,Endangered,Hypocalymma sp. Cascade (R. Bruhn 20896),4-Jul-19,,,,,,,,,,,,,Completed,Hypocalymma sp. Cascade (R. Bruhn 20896),4-Jul-19,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Hypocalymma,dicots (two seed leaves),,,,,,,,,,,,,,,Endangered,Hypocalymma sp. Cascade (R. Bruhn 20896),,,,,,,,,,Endemic,,,,,,,,,
86384,Hypocalymma sylvestre, ,Endangered,Hypocalymma sylvestre,11-May-18,,,,,,,,,,,,,Completed,Hypocalymma sylvestre,11-May-18,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Myrtales,Myrtaceae,Hypocalymma,dicots (two seed leaves),,,,,,,,,,,,,,,Endangered,Hypocalymma sylvestre,,,,,,,,,,Present,,,,,,,,,
58748,Hypochrysops apollo apollo,Apollo Jewel,,,,,,,,,,,,,,,,,,,,,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Hypochrysops,insects,,,,,,,Vulnerable,Hypochrysops apollo apollo,,,,,,,,,,,,,,Present,,,,,,,,,,,,,
77874,Hypochrysops ignitus ignitus,"Dingy Jewel, Fiery Jewel",,,,,,,,,,,,,,,,,,,,,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Hypochrysops,insects,,,,,,,,,,,,,Threatened (Vulnerable),Hypochrysops ignitus ignitus (Hypochrysops ignita ignita),,,,,,,,,,,Present,,,,,,,,,,
77869,Hypochrysops piceatus,Bulloak Jewel Butterfly,,,,,,,,,,,,,,,,30/04/2022,Hypochrysops piceatus,,,,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Hypochrysops,insects,,,,,,,Critically Endangered,Hypochrysops piceatus,,,,,,,,,,,,,,"Present, Endemic",,,,,,,,,,,,,
26431,Hypocysta adiante,"Darwin Ringlet, Orange Ringlet",,,,,,,,,,,,,,,,,,,,,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Hypocysta,insects,,,,,,,,,,,,,Threatened (Regionally Extinct),Hypocysta adiante (Hypocysta adiante),,,,,,,,,,,Present,,,,,,,,,,
88823,Hypogaleus hyugaensis,"Pencil Shark, Blacktip Hound Shark",,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Chondrichthyes,Chimaeiformes,Triakidae,Hypogaleus,sharks,,,,,,,,,,,,,,,,,Least Concern,Hypogaleus hyugaensis,,,,,,,,,,,,,,,,,
10243,Hypolepis dicksonioides,"Downy Ground-fern, Brake Fern, Ground Fern",Vulnerable,Hypolepis dicksonioides,25-Nov-03,,,,,,,,,,,,,,,,28-Jul-10,Recovery Plan required,Plantae,Polypodiophyta,Polypodiatae,Dicksoniales,Dennstaedtiaceae,Hypolepis,"bracken, ferns",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Endemic,,,
2148,Hypolepis distans,Scrambling Ground-fern,Endangered,Hypolepis distans,16-Oct-01,,,,,,,,,,,,,,,,10-Feb-12,Recovery Plan required,Plantae,Polypodiophyta,Polypodiatae,Dicksoniales,Dennstaedtiaceae,Hypolepis,"bracken, ferns",,,,,,,,,,,Endangered,Hypolepis distans,,,,,,,,,,,,Endemic,,,,,,,,,,,
12559,Hypolepis elegans,Ground-fern,,,,,,,,,,,,,,,,,,,,,Plantae,Polypodiophyta,Polypodiatae,Dicksoniales,Dennstaedtiaceae,Hypolepis,"bracken, ferns",,,Extinct,Hypolepis elegans,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,
32650,Hypolepis elegans subsp. elegans, ,,,,,,,,,,,,,,,,,,,,,Plantae,Polypodiophyta,Polypodiatae,Dicksoniales,Dennstaedtiaceae,Hypolepis,"bracken, ferns",,,,,,,,,,,,, (Extinct), (Hypolepis elegans subsp. elegans),,,,,,,,,,,,,,,,,,,,,
16892,Hypolepis muelleri,Harsh Ground-fern,,,,,,,,,,,,,,,,,,,,,Plantae,Polypodiophyta,Polypodiatae,Dicksoniales,Dennstaedtiaceae,Hypolepis,"bracken, ferns",,,,,,,,,,,Rare,Hypolepis muelleri,,,,,,,,,,,,,,,,,,,,,,,
16221,Hypolepis rugosula,Ruddy Ground-fern,,,,,,,,,,,,,,,,,,,,,Plantae,Polypodiophyta,Polypodiatae,Dicksoniales,Dennstaedtiaceae,Hypolepis,"bracken, ferns",,,,,,,,,Rare,Hypolepis rugosula,,,,,,,,,,,,,,,,,,,,,,,,,
83060,Hypolimnus pedderensis,Lake Pedder Earthworm,Extinct,Hypolimnus pedderensis,30-Jun-09,,,,,,,,,,,,,,,,,,Animalia,Annelida,Oligochaeta,Haplotaxida,Megascolecidae,Hypolimnus,earthworms,,,,,,,,,,,Extinct,Hypolimnus pedderensis,,,,,Extinct,Hypolimnus pedderensis,,,,,,Endemic,,,,,,,,,,,
88993,Hypotaenidia philippensis,Buff-banded Rail,,,,,,,,,,,,,Listed,Rallus philippensis,,,,,,,Animalia,Chordata,Aves,Gruiformes,Rallidae,Hypotaenidia,birds,,,,,,,,,,,,,,,,,Least Concern,Hypotaenidia philippensis,,,,,,,,,,,,,,,,,
88994,Hypotaenidia philippensis andrewsi,"Buff-banded Rail (Cocos (Keeling) Islands), Ayam Hutan",Endangered,Hypotaenidia philippensis andrewsi,16-Jul-00,,,,,,,,,,,,,,,15-Jul-16,10-Nov-06,Recovery Plan required,Animalia,Chordata,Aves,Gruiformes,Rallidae,Hypotaenidia,birds,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Endemic, Endemic",,,,,,,Present
88995,Hypotaenidia philippensis macquariensis,"Macquarie Island Buff-banded Rail, Buff-banded Rail (Macquarie Island)",Extinct,Hypotaenidia philippensis macquariensis,16-Jul-00,,,,,,,,,,,,,,,,,,Animalia,Chordata,Aves,Gruiformes,Rallidae,Hypotaenidia,birds,,,,,,,,,,,Extinct,Gallirallus philippensis macquariensis,,,,,,,,,,,,Extinct,,,,,,,,,,,
87732,Hypotaenidia sylvestris,Lord Howe Woodhen,Endangered,Hypotaenidia sylvestris,15-Aug-17,,,,,,,,,,,,,Completed,Gallirallus sylvestris,15-Aug-17,13-Oct-03,Recovery Plan required,Animalia,Chordata,Aves,Gruiformes,Rallidae,Hypotaenidia,birds,,,Endangered,Hypotaenidia sylvestris,,,,,,,,,,,,,Endangered,Hypotaenidia sylvestris,,"Present, Endemic, Endemic",,,,,,,,,,,,,,,
85349,Hypotrachyna immaculata,lichen,,,,,,,,,,,,,,,,,,,,,Eumycota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Hypotrachyna,lichens,,,,,,,,,,,Rare,Hypotrachyna immaculata,,,,,,,,,,,,,,,,,,,,,,,
85350,Hypotrachyna laevigata,lichen,,,,,,,,,,,,,,,,,,,,,Eumycota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Hypotrachyna,lichens,,,,,,,,,,,Vulnerable,Hypotrachyna laevigata,,,,,,,,,,,,Present,,,,,,,,,,,
9933,Hypoxis exilis, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Liliales,Liliaceae,Hypoxis,monocots (single seed leaf),,,,,,,,,,,,, (Vulnerable), (Hypoxis exilis),,,,,,,,,,,,,,,,,,,,,
10164,Hypoxis hygrometrica var. splendida,Golden Weather-grass,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Liliales,Liliaceae,Hypoxis,monocots (single seed leaf),,,,,,,,,,,,, (Poorly known), (Hypoxis hygrometrica var. splendida),,,,,,,,,,,,,,,,,,,,,
7254,Hypoxis vaginata var. brevistigmata,Yellow Star,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Liliopsida,Liliales,Liliaceae,Hypoxis,monocots (single seed leaf),,,,,,,,,,,,, (Poorly known), (Hypoxis vaginata var. brevistigmata),,,,,,,,,,,,,,,,,,,,,
9693,Hypsela sessiliflora, ,,,,,,,,,,,,,,,,Completed,Hypsela sessiliflora,,,Recovery Plan not required,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Campanulaceae,Hypsela,dicots (two seed leaves),,,,,,,,,,,,,,,,,,,,Present,,,,,,,,,,,,,,,
5362,Hypsela tridens, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Campanulales,Campanulaceae,Hypsela,dicots (two seed leaves),,,,,,,,,,,,, (Poorly known), (Hypsela tridens),,,,,,,,,,,,,,,,,,,,,
78127,Hypseleotris compressa,Empire Gudgeon,,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Actinopterygii,Perciformes,Eleotridae,Hypseleotris,ray-finned fishes,,,,,,,,,,,,,Threatened (Vulnerable),Hypseleotris compressa (Hypseleotris compressa),,,,,,,,,,,Present,,,,,,,,,,
88697,Hypseleotris ejuncida,"Slender Carp Gudgeon, Slender Gudgeon",,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Actinopterygii,Perciformes,Eleotridae,Hypseleotris,ray-finned fishes,,,,,,,,,,,,,,,,,Lower Risk/near threatened,Hypseleotris ejuncida,,,,,,,,,,,,,,,,,
88698,Hypseleotris kimberleyensis,Barnett River Gudgeon,,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Actinopterygii,Perciformes,Eleotridae,Hypseleotris,ray-finned fishes,,,,,,,,,,,,,,,,,Lower Risk/near threatened,Hypseleotris kimberleyensis,,,,,,,,,,,,,,,,,
88699,Hypseleotris regalis,"Regent Carp Gudgeon, Prince Regent Gudgeon",,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Actinopterygii,Perciformes,Eleotridae,Hypseleotris,ray-finned fishes,,,,,,,,,,,,,,,,,Lower Risk/near threatened,Hypseleotris regalis,,,,,,,,,,,,,,,,,
66244,Hypselognathus horridus,"Shaggy Pipefish, Prickly Pipefish",,,,,,,,,,,,,Listed,Hypselognathus horridus,,,,,,,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Hypselognathus,ray-finned fishes,,,,,,,,,,,,,,,,,Data Deficient,Hypselognathus horridus,,,,,Present,,,,,,,,,,,,Present
66245,Hypselognathus rostratus,"Knifesnout Pipefish, Knife-snouted Pipefish",,,,,,,,,,,,,Listed,Hypselognathus rostratus,,,,,,,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Hypselognathus,ray-finned fishes,,,,,,,,,,,,,,,,,Least Concern,Hypselognathus rostratus,,Present,,,Present,Present,Present,,,,,,,,,,Present
39200,Hypserpa polyandra, ,,,,,,,,,,,,,,,,,,,,,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Menispermaceae,Hypserpa,dicots (two seed leaves),,,,,,,Vulnerable,Hypserpa polyandra,,,,,,,,,,,,,,Present,,,,,,,,,,,,,
216,Hypsiprymnodon moschatus,Musky Rat-kangaroo,,,,,,,,,,,,,,,,,,,,,Animalia,Chordata,Mammalia,Diprotodonta,Potoroidae,Hypsiprymnodon,mammals,,,,,,,,,,,,,,,,,Least Concern,Hypsiprymnodon moschatus,,,,,,,,,,,,,,,,,
82953,Hyridella glenelgensis,Glenelg Freshwater Mussel,Critically Endangered,Hyridella glenelgensis,16-Feb-11,,,,,,,,,,,,,Completed,Hyridella glenelgensis,16-Feb-11,,Recovery Plan not required,Animalia,Mollusca,Bivalvia,Unionida,Hyriidae,Hyridella,bivalves,,,,,,,,,,,,,Threatened (Critically Endangered),Hyridella glenelgensis (Hyridella glenelgensis),,,Critically Endangered,Hyridella glenelgensis,,,,,,,Present,,,,,,,,,,
88824,Hyridella narracanensis,"Narracan River Corrugated Mussel, Southern River Mussel",,,,,,,,,,,,,,,,,,,,,Animalia,Mollusca,Bivalvia,Unionida,Hyriidae,Hyridella,bivalves,,,,,,,,,,,,,,,,,Near Threatened,Hyridella narracanensis,,,,,,,,,,,,,,,,,
